City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,novodvinsk,64.4165,40.8122,291.24,85,51,2.98,RU,1691299347
362,andergrove,-21.0833,149.1833,297.4,62,0,7.1,AU,1691299347
363,kiunga,-6.1219,141.2906,301.11,65,83,1.79,PG,1691299347
364,westerland,54.9079,8.3033,288.16,94,100,2.57,DE,1691299348
365,illizi,26.4833,8.4667,306.04,12,0,1.78,DZ,1691299348
366,mersa matruh,31.3525,27.2453,299.26,73,0,0.0,EG,1691299348
367,candon,17.1947,120.4517,303.72,71,98,6.16,PH,1691299348
368,newport,51.5877,-2.9984,286.38,88,5,4.0,GB,1691299348
369,sinop,41.7711,34.8709,294.39,48,0,2.68,TR,1691299349
370,ta`u,-14.2336,-169.5144,300.32,81,49,4.06,AS,1691299349
371,palmer,42.1584,-72.3287,292.54,83,0,1.54,US,1691299349
372,dudinka,69.4058,86.1778,297.94,39,11,2.16,RU,1691299349
373,san antonio de pale,-1.4014,5.6325,296.37,78,55,4.22,GQ,1691299097
374,sungai penuh,-2.0833,101.3833,300.86,49,3,1.37,ID,1691299350
375,callaway,30.153,-85.5699,298.11,94,75,1.54,US,1691299350
376,dokkum,53.3222,5.997,287.59,94,100,1.54,NL,1691299350
377,maisi,43.0395,41.2621,301.66,46,0,0.38,GE,1691299350
378,yashikira,9.7667,3.4,295.21,94,100,2.71,NG,1691299335
379,kegeyli shahar,42.7767,59.6078,303.2,22,15,4.89,UZ,1691299351
380,nadym,65.5333,72.5167,299.27,37,5,2.68,RU,1691299351
381,esmeraldas,-19.7625,-44.3139,290.63,64,14,2.01,BR,1691299073
382,kharan,28.5833,65.4167,309.2,26,11,4.94,PK,1691299351
383,muntilan,-7.5811,110.2928,301.88,55,41,2.87,ID,1691299352
384,johi,26.6921,67.6133,310.07,43,94,4.31,PK,1691299352
385,tarawa,1.419,172.984,305.2,70,20,2.06,KI,1691299352
386,kodoli,16.8833,74.2,298.93,76,94,6.9,IN,1691299352
387,north bay,46.3168,-79.4663,289.32,73,0,1.03,CA,1691299352
388,curup,-3.4667,102.5333,303.07,46,1,0.7,ID,1691299353
389,marudi,-3.4667,102.5333,303.07,46,1,0.7,ID,1691299353
390,strathmore,51.0501,-113.3852,291.82,67,50,1.54,CA,1691299353
391,sefwi wiawso,51.0501,-113.3852,291.82,67,50,1.54,CA,1691299353
392,porto novo,6.4965,2.6036,298.05,92,96,3.52,BJ,1691299354
393,djenne,13.9061,-4.5533,299.57,68,99,3.5,ML,1691299354
394,westport,41.1415,-73.3579,296.58,75,0,2.06,US,1691299169
395,sawakin,19.1059,37.3321,306.09,50,98,8.53,SD,1691299354
396,sur,22.5667,59.5289,305.3,55,59,3.21,OM,1691299354
397,kalmunai,7.4167,81.8167,305.81,52,97,2.24,LK,1691299355
398,ambodivoara,7.4167,81.8167,305.81,52,97,2.24,LK,1691299355
399,nelson bay,-32.7167,152.15,290.93,69,100,4.47,AU,1691299355
400,illapel,-31.6308,-71.1653,286.28,88,92,1.53,CL,1691299067
401,peace river,56.2501,-117.286,288.32,88,20,0.0,CA,1691299355
402,quellon,-43.1167,-73.6167,275.29,93,0,0.51,CL,1691299356
403,cheney,47.4874,-117.5758,296.16,50,100,3.6,US,1691299356
404,serhiyivka,46.0272,30.3768,299.48,69,0,5.01,UA,1691299356
405,jidd hafs,26.2186,50.5478,309.85,74,20,3.09,BH,1691299356
406,haiku-pauwela,20.9219,-156.3051,298.16,75,40,8.23,US,1691299356
407,espargos,20.9219,-156.3051,298.16,75,40,8.23,US,1691299356
408,yaren,-0.5472,166.916,302.22,71,25,2.87,NR,1691299357
409,alofi,-19.0595,-169.9187,296.09,94,88,3.6,NU,1691299357
410,bengkulu,-3.8004,102.2655,301.79,71,1,3.15,ID,1691299357
411,neiafu,-18.65,-173.9833,295.53,100,100,3.09,TO,1691299357
412,shendi,16.6915,33.4341,300.69,59,100,4.5,SD,1691299358
413,kruisfontein,-34.0033,24.7314,285.31,92,61,4.01,ZA,1691299358
414,laibin,23.7,109.2667,304.7,67,85,5.62,CN,1691299358
415,pariaman,-0.619,100.12,304.18,70,45,2.82,ID,1691299358
416,wau,7.7029,27.9953,294.85,95,99,0.17,SS,1691299359
417,thames,-37.1333,175.5333,284.77,84,78,1.54,NZ,1691299359
418,nemuro,43.3236,145.575,287.64,95,100,5.05,JP,1691299359
419,nortelandia,-14.4547,-56.8028,296.39,44,0,1.6,BR,1691299359
420,luganville,-15.5333,167.1667,297.09,84,93,4.31,VU,1691299359
421,zhanibek,49.4167,46.85,306.33,28,0,3.55,KZ,1691299360
422,puerto boyaca,5.9758,-74.5885,297.89,78,89,0.6,CO,1691299360
423,waddan,29.1614,16.139,297.33,69,0,4.8,LY,1691299360
424,oliveira dos brejinhos,-12.3169,-42.8961,291.81,59,4,2.33,BR,1691299360
425,santa cruz do capibaribe,-7.9575,-36.2047,294.11,78,77,3.5,BR,1691299360
426,santa cruz cabralia,-16.2781,-39.0247,291.28,94,20,1.54,BR,1691299361
427,burnie,-41.0667,145.9167,287.29,65,87,3.58,AU,1691299361
428,gaillac,43.9016,1.8969,289.68,94,62,3.9,FR,1691299361
429,acipayam,37.4239,29.3494,298.26,46,0,1.67,TR,1691299361
430,santana,-0.0583,-51.1817,301.25,94,40,4.12,BR,1691299267
431,kamaishi,39.2667,141.8833,302.34,74,31,6.7,JP,1691299362
432,tomatlan,19.9333,-105.25,297.68,95,100,1.43,MX,1691299362
433,kazalinsk,19.9333,-105.25,297.68,95,100,1.43,MX,1691299362
434,shimoda,34.6667,138.95,302.35,81,34,4.24,JP,1691299362
435,nuuk,64.1835,-51.7216,280.49,93,3,4.12,GL,1691299206
436,olyokminsk,60.3736,120.4264,304.09,29,59,2.35,RU,1691299363
437,waingapu,-9.6567,120.2641,301.92,58,1,7.31,ID,1691299363
438,bandon,51.7469,-8.7425,285.92,93,50,1.91,IE,1691299363
439,port augusta,-32.5,137.7667,289.99,38,49,3.59,AU,1691299363
440,mercedes,-34.6515,-59.4307,287.47,83,26,2.51,AR,1691299364
441,okhotsk,59.3833,143.3,291.5,57,10,3.95,RU,1691299364
442,laojunmiao,39.8333,97.7333,300.37,19,3,4.3,CN,1691299364
443,boende,-0.2167,20.8667,294.9,87,43,0.24,CD,1691299364
444,gulf shores,30.246,-87.7008,301.48,79,0,0.45,US,1691299082
445,khilok,51.3674,110.4676,294.08,68,100,0.23,RU,1691299365
446,burang,30.25,81.1667,289.24,58,92,2.24,CN,1691299365
447,dunedin,-45.8742,170.5036,282.48,72,97,1.65,NZ,1691299365
448,laayoune plage,-45.8742,170.5036,282.48,72,97,1.65,NZ,1691299365
449,kirakira,-10.4544,161.9205,298.6,85,100,1.43,SB,1691299365
450,kuraymah,18.55,31.85,299.45,64,100,9.67,SD,1691299366
451,chonchi,-42.6128,-73.8092,279.33,96,68,1.07,CL,1691299366
452,yarmouth,41.7057,-70.2286,294.8,94,20,1.79,US,1691299366
453,prestea,5.4327,-2.1428,296.2,95,99,1.8,GH,1691299366
454,coyhaique,-45.5752,-72.0662,272.43,97,20,3.01,CL,1691299366
455,bonthe,7.5264,-12.505,297.73,91,100,3.86,SL,1691299367
456,garbahaarrey,3.3289,42.2209,297.54,65,100,10.32,SO,1691299367
457,sosnovo-ozerskoye,52.5249,111.5418,291.98,72,99,1.15,RU,1691299367
458,altay,47.8667,88.1167,301.28,29,11,5.47,CN,1691299367
459,nova olinda do norte,-3.8881,-59.0942,298.0,53,23,0.53,BR,1691299367
460,glace bay,46.1969,-59.957,290.36,95,100,5.14,CA,1691299368
461,san andros,46.1969,-59.957,290.36,95,100,5.14,CA,1691299368
462,cooma,-36.2333,149.1333,286.91,37,40,1.16,AU,1691299368
463,dyurtyuli,55.4911,54.8688,296.64,67,82,4.75,RU,1691299368
464,yambio,4.5721,28.3955,293.54,93,100,0.57,SS,1691299369
465,petropavlovsk-kamchatsky,53.0452,158.6483,293.48,64,75,3.0,RU,1691299180
466,dunblane,56.1884,-3.9642,285.05,96,100,0.26,GB,1691299369
467,forster,-32.1667,152.5167,288.62,76,99,5.82,AU,1691299369
468,mammoth lakes,37.6485,-118.9721,287.55,33,0,4.12,US,1691299369
469,monze,-16.2833,27.4833,285.06,75,0,3.08,ZM,1691299370
470,saint-joseph,-21.3667,55.6167,295.36,72,40,6.83,RE,1691299370
471,bamyan,34.75,67.25,289.06,19,0,3.92,AF,1691299370
472,kabare,-2.4683,28.8242,289.87,74,35,1.55,CD,1691299370
473,inhambane,-23.865,35.3833,291.09,75,0,2.77,MZ,1691299370
474,manzhouli,49.6,117.4333,295.7,45,100,5.45,CN,1691299371
475,jinchang,38.4953,102.1739,302.14,28,98,6.17,CN,1691299371
476,usogorsk,63.4106,48.6872,293.08,74,37,3.12,RU,1691299371
477,betio village,1.358,172.9211,305.17,73,93,4.03,KI,1691299371
478,nabire,-3.3667,135.4833,303.75,57,71,2.95,ID,1691299371
479,ceeldheer,3.8488,47.1806,298.81,72,86,9.36,SO,1691299372
480,puerto ayacucho,5.6639,-67.6236,297.12,92,98,1.28,VE,1691299372
481,fisterra,42.9049,-9.2629,289.68,77,2,9.08,ES,1691299372
482,chibougamau,49.9168,-74.3659,288.94,72,100,3.09,CA,1691299372
483,laguna,38.421,-121.4238,303.4,51,0,2.57,US,1691299372
484,nan,18.8333,100.6667,298.16,89,75,3.6,TH,1691299152
485,ketchikan,55.3422,-131.6461,292.41,72,0,2.06,US,1691299102
486,cockburn town,21.4612,-71.1419,301.95,83,0,10.75,TC,1691299185
487,toliara,-23.35,43.6667,294.68,52,2,4.22,MG,1691299373
488,kupang,-10.1667,123.5833,302.76,49,0,6.04,ID,1691299373
489,robertsport,6.7533,-11.3686,298.75,81,100,5.9,LR,1691299374
490,walvis bay,-22.9575,14.5053,284.31,100,1,2.06,NA,1691299374
491,kittila,67.6647,24.8936,286.82,88,0,2.57,FI,1691299374
492,barcelos,41.5388,-8.6151,294.64,85,1,2.31,PT,1691299374
493,lahti,59.9911,30.1597,292.25,87,100,2.59,RU,1691299374
494,aliwal north,-30.6937,26.7114,279.02,33,1,1.5,ZA,1691299375
495,fortuna,40.5982,-124.1573,290.33,95,100,3.6,US,1691299375
496,totness,5.8833,-56.3167,299.53,85,37,4.01,SR,1691299375
497,hirara,24.8,125.2833,302.3,89,75,6.17,JP,1691299375
498,tarakan,3.3,117.6333,304.87,66,20,2.57,ID,1691299375
499,loango,-4.6719,11.8312,291.96,100,75,0.0,CG,1691299376
500,zaozersk,69.4005,32.4476,284.14,89,100,1.65,RU,1691299376
501,vila do maio,15.1333,-23.2167,299.59,74,93,2.65,CV,1691299376
502,guarapari,-20.6667,-40.4975,292.53,88,0,3.18,BR,1691299376
503,kapuskasing,49.4169,-82.4331,287.2,94,0,1.54,CA,1691299376
504,pajan,-1.5667,-80.4167,295.35,92,18,1.8,EC,1691299377
505,suseni,46.6667,25.55,292.09,75,0,1.68,RO,1691299377
506,mejit,10.2753,170.8646,301.42,77,73,6.54,MH,1691299377
507,midland,31.9974,-102.0779,306.52,24,0,7.2,US,1691299206
508,egilsstadir,65.2653,-14.3948,280.1,87,40,1.54,IS,1691299377
509,mojacar,37.1214,-1.8552,296.35,63,0,2.02,ES,1691299378
510,phulbani,20.4667,84.2333,301.7,71,100,5.84,IN,1691299378
511,shaoguan,24.8,113.5833,308.31,53,35,1.98,CN,1691299378
512,tarinkot,32.6268,65.8733,305.41,11,0,2.0,AF,1691299378
513,marsh harbour,26.5412,-77.0636,302.52,75,53,5.6,BS,1691299378
514,pitimbu,-7.4706,-34.8086,295.48,86,20,4.76,BR,1691299379
515,raduzhny,62.0961,77.475,297.62,40,3,3.68,RU,1691299379
516,chai nat,15.1167,100.1,308.18,83,99,5.44,TH,1691299379
517,kingston,17.997,-76.7936,302.68,86,20,2.57,JM,1691299334
518,tselinnoye,53.0833,85.6667,295.56,41,24,3.38,RU,1691299380
519,anloga,5.7947,0.8973,297.47,90,100,6.34,GH,1691299380
520,jonuta,18.0833,-92.1333,298.8,84,44,1.77,MX,1691299380
521,saint-pierre,-21.3393,55.4781,295.97,68,0,9.77,RE,1691299380
522,deyang,31.1302,104.382,304.13,68,83,0.88,CN,1691299380
523,palikir - national government center,6.9248,158.1611,300.62,100,100,4.12,FM,1691299381
524,kutulik,53.3508,102.7839,295.66,56,85,1.37,RU,1691299381
525,puerto leguizamo,-0.1934,-74.7819,295.06,96,99,0.52,CO,1691299381
526,masterton,-40.9597,175.6575,282.53,86,68,1.52,NZ,1691299381
527,ostersund,63.1792,14.6357,286.27,94,100,1.34,SE,1691299382
528,kyzyl-mazhalyk,51.1333,90.6,291.04,76,100,1.41,RU,1691299382
529,o rosal,41.9354,-8.8368,289.68,93,1,4.52,ES,1691299382
530,felidhoo,41.9354,-8.8368,289.68,93,1,4.52,ES,1691299382
531,ad dilam,23.9915,47.1627,306.38,9,0,4.79,SA,1691299382
532,fort bragg,35.139,-79.006,299.06,83,0,2.57,US,1691299383
533,tlahualilo de zaragoza,26.1167,-103.45,303.77,26,5,7.42,MX,1691299383
534,siocon,7.7061,122.1353,304.03,64,8,3.28,PH,1691299383
535,aripuana,-9.1667,-60.6333,296.56,51,0,0.48,BR,1691299383
536,big spring,32.2504,-101.4787,306.54,26,0,4.63,US,1691299384
537,cannonvale,-20.2833,148.7,293.81,64,1,8.96,AU,1691299384
538,phon,15.816,102.5998,307.62,61,100,7.15,TH,1691299384
539,panama city beach,30.1766,-85.8055,298.2,97,0,1.54,US,1691299307
540,lai,9.3952,16.2989,295.49,96,100,1.49,TD,1691299384
541,ghat,24.9647,10.1728,304.42,12,0,3.19,LY,1691299385
542,itaituba,-4.2761,-55.9836,298.17,52,54,0.72,BR,1691299385
543,san nicolas,18.1725,120.5953,304.1,79,75,7.72,PH,1691299385
544,queenstown,-31.8976,26.8753,282.44,32,28,2.76,ZA,1691299385
545,settat,33.0007,-7.6204,292.05,48,0,0.76,MA,1691299385
546,constitucion,-35.3333,-72.4167,285.45,80,97,2.77,CL,1691299386
547,maloye ganyushkino,46.6,49.2667,308.2,24,0,3.25,KZ,1691299222
548,am djarass,46.6,49.2667,308.2,24,0,3.25,KZ,1691299222
549,severo-yeniseyskiy,60.3725,93.0408,283.82,96,100,0.98,RU,1691299386
550,sikasso,10.9167,-7.0,296.45,94,100,1.94,ML,1691299386
551,crane,31.3974,-102.3501,304.4,29,24,8.29,US,1691299387
552,melfort,52.8667,-104.6177,287.22,77,55,3.09,CA,1691299387
553,svetlyy,54.675,20.1347,293.13,98,100,5.45,RU,1691299387
554,nejo,9.5,35.5,288.31,91,100,0.93,ET,1691299387
555,tocopilla,-22.092,-70.1979,289.66,76,41,2.14,CL,1691299388
556,gewane,10.1664,40.6453,300.84,51,97,7.08,ET,1691299388
557,weihai,37.5017,122.1136,298.01,66,43,7.4,CN,1691299388
558,la'ie,21.6477,-157.9253,300.13,74,1,0.89,US,1691299388
559,sam roi yot,12.2708,99.872,308.7,46,100,6.17,TH,1691299388
560,puerto santa,-8.9906,-78.6456,292.68,82,92,5.27,PE,1691299389
561,kirovsk,48.6375,38.6428,300.23,47,1,5.58,UA,1691299389
562,shalqar,47.8333,59.6,300.94,44,2,7.99,KZ,1691299389
563,st. paul,44.9444,-93.0933,297.44,73,0,3.6,US,1691299389
564,darien,41.752,-87.974,294.6,89,100,6.69,US,1691299389
565,brisas de zicatela,15.8369,-97.0419,300.44,65,0,3.6,MX,1691299390
566,viru,-8.4167,-78.75,292.92,80,61,3.02,PE,1691299390
567,saint-remy,46.7633,4.8393,287.56,92,86,5.53,FR,1691299390
568,whakatane,-37.9585,176.9854,285.31,87,42,1.1,NZ,1691299390
569,seven pagodas,12.6264,80.1722,306.51,53,73,4.03,IN,1691299391
570,tutoia,-2.7619,-42.2744,298.47,88,96,4.76,BR,1691299391
571,baihe,22.15,107.2333,301.29,83,99,2.19,CN,1691299391
572,fukuecho,32.6881,128.8419,307.35,59,20,3.09,JP,1691299391
573,carbonear,47.7332,-53.2148,288.85,88,100,2.86,CA,1691299391
574,port-vila,-17.7338,168.3219,296.93,78,75,4.12,VU,1691299392
575,huarmey,-10.0681,-78.1522,292.33,82,89,4.15,PE,1691299392
576,genhe,50.7833,121.5167,299.91,27,100,1.08,CN,1691299392
577,hotan,37.0997,79.9269,303.68,27,100,4.27,CN,1691299392
578,altamont,42.2068,-121.7372,294.06,43,0,5.66,US,1691299392
579,manta,-0.95,-80.7333,298.71,78,60,7.6,EC,1691299393
580,marshall,34.3834,-86.3333,297.32,94,0,1.54,US,1691299393
581,port hedland,-20.3167,118.5667,302.18,37,22,7.2,AU,1691299393
582,bontang,0.1333,117.5,302.31,69,62,3.2,ID,1691299393
583,makokou,0.5738,12.8642,294.11,88,59,2.1,GA,1691299394
584,arawa,-6.2132,155.5367,302.01,57,89,1.77,PG,1691299394
585,pagar alam,-4.0167,103.2667,302.32,43,1,2.23,ID,1691299394
586,n'zeto,-7.2312,12.8666,294.38,94,97,2.39,AO,1691299394
587,anjala,60.6833,26.8333,290.83,84,100,1.87,FI,1691299394
588,hailey,43.5196,-114.3153,291.97,66,0,0.45,US,1691299165
589,cataguases,-21.3892,-42.6967,290.73,92,0,0.95,BR,1691299395
590,paharpur,32.1038,70.9724,311.8,34,0,2.68,PK,1691299395
591,loreto,22.2667,-101.9667,290.43,80,62,4.03,MX,1691299395
